YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
197206,990000001,990000001,1,,"","LABELLE",26.77,-81.48,2677,-8148
197206,990000001,990000001,2,,"","LABELLE",26.78,-81.48,2678,-8148
