YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201901,133905,805675,2,2.52,"ENE","CLEARWATER",42.1826,-98.1339,4210956,988034
201901,133905,805675,3,2.1,"ESE","CLEARWATER",42.1559,-98.1436,429354,988616
201901,133905,805675,4,3.12,"W","CLEARWATER",42.1767,-98.2402,4210602,9814412
201901,133905,805676,1,1.24,"N","CLEARWATER",42.1877,-98.1767,4211262,9810602
201901,133905,805676,2,4.07,"NW","NELIGH",42.1668,-98.0921,4210008,985526
201901,133905,805676,3,3.92,"WNW","NELIGH",42.1454,-98.1037,428724,986222
201901,133905,805676,4,.82,"SSW","CLEARWATER",42.159,-98.1862,429540,9811172
201901,133928,801605,1,1.79,"NE","WOODLAWN",34.94,-91.86,3456400,9151600
201901,133934,801660,1,.82,"NE","NORTH ADAMS JCT",42.4595,-73.1902,4227570,7311412
201901,133934,801660,2,.67,"NE","NORTH ADAMS JCT",42.4571,-73.1909,4227426,7311454
201901,133934,801660,3,.77,"NE","NORTH ADAMS JCT",42.4569,-73.1881,4227414,7311286
201901,132374,791996,1,0,"N","MT VERNON",37.35,-84.35,3721000,8421000
201901,132380,792028,1,.55,"S","MORMON BAR",37.4621,-119.9498,3727726,11956988
201901,132380,792028,2,.54,"S","MORMON BAR",37.4623,-119.9487,3727738,11956922
201901,132380,792028,3,.59,"S","MORMON BAR",37.4615,-119.9486,3727690,11956916
201901,132380,792028,4,.58,"S","MORMON BAR",37.4616,-119.9495,3727696,11956970
201901,132386,792085,1,2.57,"SSW","LAWRENCEVILLE",31.6165,-85.2788,3136990,8516728
201901,132386,792085,2,2.48,"SSW","LAWRENCEVILLE",31.6169,-85.2763,3137014,8516578
201901,132387,792082,1,2.04,"WNW","ZETTO",31.5976,-84.9635,3135856,8457810
201901,132387,792082,2,1.96,"WNW","ZETTO",31.6003,-84.9611,3136018,8457666
201901,132398,792157,1,33.72,"NNW","PLAYALINDA BEACH",29.02,-80.93,291200,8055800
201901,132398,792170,1,15.94,"N","PLAYALINDA BEACH",28.78,-80.8,2846800,8048000
201901,132398,792173,1,4.53,"NNW","MERRITT ISLAND",28.41,-80.75,2824600,8045000
201901,132402,792176,1,1.95,"S","BLUE CYPRESS LAKE",27.7022,-80.7549,2742132,8045294
201901,132410,792203,1,3.83,"NNE","SNOWMASS",39.3795,-106.9475,3922770,10656850
201901,132410,792203,2,1.16,"NE","(ASE)ASPEN ARPT",39.2314,-106.8541,3913884,10651246
201901,132410,792203,3,3.88,"NW","SNOWMASS",39.3662,-107.0354,3921972,1072124
201901,132410,792203,4,8.67,"NW","SNOWMASS",39.4076,-107.1075,3924456,1076450
201901,132410,792207,1,3.11,"ENE","BASALT",39.382,-106.9739,3922920,10658434
201901,132410,792207,2,.42,"SSW","BASALT",39.3641,-107.0319,3921846,1071914
201901,132410,792207,3,1.4,"W","BASALT",39.3668,-107.0559,3922008,1073354
201901,132587,793387,3,.83,"ENE","BAKERSFIELD EAST",35.3761,-118.9673,3522566,11858038
201901,132587,793387,4,.81,"ENE","BAKERSFIELD EAST",35.3762,-118.9678,3522572,11858068
201901,132587,793388,1,1.89,"WSW","ROSAMOND ARPT",34.8646,-118.2326,3451876,11813956
201901,132587,793388,2,1.6,"WSW","ROSAMOND ARPT",34.8647,-118.2275,3451882,11813650
201901,132587,793388,3,1.64,"WSW","ROSAMOND ARPT",34.8621,-118.2273,3451726,11813638
201901,132587,793388,4,1.91,"WSW","ROSAMOND ARPT",34.8619,-118.2322,3451714,11813932
201901,132587,793389,1,1.31,"N","KERN CITY",35.3687,-119.0239,3522122,1191434
201901,132587,793389,2,1.35,"W","BAKERSFIELD",35.371,-119.0239,3522260,1191434
201901,132587,793389,3,1.31,"W","BAKERSFIELD",35.3711,-119.0232,3522266,1191392
201901,132587,793389,4,1.31,"N","KERN CITY",35.3688,-119.0233,3522128,1191398
201901,132587,793390,1,5.23,"NE","LAKE ISABELLA",35.6455,-118.3756,3538730,11822536
201901,132587,793390,2,5.31,"NE","LAKE ISABELLA",35.6454,-118.3738,3538724,11822428
201901,132587,793390,3,5.3,"NE","LAKE ISABELLA",35.6452,-118.3738,3538712,11822428
201901,132587,793390,4,5.22,"NE","LAKE ISABELLA",35.6452,-118.3755,3538712,11822530
201901,132587,793391,1,3.22,"SSW","ACADEMY",36.84,-119.56,3650400,11933600
201901,132587,793391,2,2.85,"SSW","ACADEMY",36.8403,-119.544,3650418,11932640
201901,132587,793397,1,1.56,"NNW","LEMONCOVE",36.4011,-119.03,3624066,1191800
201901,132587,793397,2,1.54,"NNW","LEMONCOVE",36.4011,-119.029,3624066,1191740
201901,132587,793397,3,1.45,"NNW","LEMONCOVE",36.3992,-119.0305,3623952,1191830
201901,132587,793397,4,1.5,"NNW","LEMONCOVE",36.3999,-119.031,3623994,1191860
201901,132587,793398,1,6,"NNW","KEENE",35.3002,-118.5907,3518012,11835442
201901,132587,793398,2,2.72,"E","CALIENTE",35.3044,-118.582,3518264,11834920
201901,132587,793398,3,2.81,"E","CALIENTE",35.3079,-118.5812,3518474,11834872
201901,132587,793398,4,2.44,"ENE","CALIENTE",35.3093,-118.5882,3518558,11835292
201901,132587,793398,5,2.07,"E","CALIENTE",35.3039,-118.5936,3518234,11835616
201901,132587,793399,1,1,"SSE","KERNVILLE",35.7366,-118.4232,3544196,11825392
201901,132587,793399,2,.76,"S","KERNVILLE",35.739,-118.4288,3544340,11825728
201901,132587,793399,3,.2,"ENE","KERNVILLE",35.7515,-118.4269,3545090,11825614
201901,132587,793399,4,.47,"NE","KERNVILLE",35.7546,-118.4239,3545276,11825434
201901,132587,793399,5,.59,"ESE","KERNVILLE",35.747,-118.4201,3544820,11825206
201901,132587,793423,1,.36,"SW","INCLINE",37.6664,-119.8548,3739984,11951288
201901,132587,793423,2,1.02,"ENE","INCLINE",37.6773,-119.8338,3740638,11950028
201901,132587,793423,3,1.84,"E","INCLINE",37.6728,-119.8165,3740368,11948990
201901,132587,793423,4,.61,"WSW","EL PORTAL",37.6753,-119.7894,3740518,11947364
201901,132587,793423,5,1.49,"SW","EL PORTAL",37.6624,-119.7958,3739744,11947748
201901,132588,793441,1,2.46,"WSW","ELBA",39.5871,-81.4631,3935226,8127786
201901,132588,793441,2,.49,"N","MACKSBURG",39.6371,-81.469,3938226,8128140
201901,132588,793441,3,1.28,"E","ELBA",39.599,-81.396,3935940,8123760
201901,132588,793441,4,1.73,"E","DALZELL",39.5724,-81.2677,3934344,8116062
201901,132588,793441,5,1.65,"W","SALEM HALL",39.5699,-81.1511,3934194,819066
201901,132588,793441,6,1.21,"NNE","SHAY",39.5161,-81.2112,3930966,8112672
201901,132589,793439,1,1.42,"W","HUTTONSVILLE",38.7202,-80.0064,3843212,80384
201901,132589,793439,2,1.54,"SE","HUTTONSVILLE",38.7055,-79.9584,3842330,7957504
201901,132589,793439,3,.74,"ESE","DAILEY",38.7975,-79.8667,3847850,7952002
201901,132589,793439,4,1.54,"WNW","DAILEY",38.8074,-79.907,3848444,7954420
201901,132592,793433,1,0,"N","WALKER",30.48,-90.87,3028800,9052200
201901,132592,793434,1,4.14,"S","HACKLEY",30.9108,-90.0896,3054648,905376
201901,132592,793434,2,3.15,"WNW","PINE",30.9149,-90.0702,3054894,904212
201901,132593,793432,1,0,"N","LKFRNT ARPT NEW",30.05,-90.03,303000,901800
201901,132597,793443,1,2.82,"N","EAGLE POINT",29.54,-94.9109,2932400,9454654
201901,132597,793445,1,3.9,"SW","TEXAS CITY",29.3655,-94.9513,2921930,9457078
201901,132597,793446,1,.92,"SSE","NORTH JETTY",29.3575,-94.7247,2921450,9443482
201901,132599,793449,1,.83,"SW","IDER",34.713,-85.6917,3442780,8541502
201901,132599,805297,1,.89,"NE","WOODVILLE",34.64,-86.27,3438400,8616200
201901,132599,805297,2,.79,"NNE","WOODVILLE",34.6401,-86.2734,3438406,8616404
201901,132599,805297,3,.54,"NE","WOODVILLE",34.6352,-86.2728,3438112,8616368
201901,132599,805297,4,.74,"ENE","WOODVILLE",34.6356,-86.2689,3438136,8616134
201901,132600,793447,1,1.85,"NW","WHARTON ARPT",29.2892,-96.0415,2917352,962490
201901,132600,793448,1,.6,"W","ALTA LOMA",29.37,-95.09,2922200,955400
201901,132608,793475,1,6.74,"ENE","MARIAL",42.74,-123.75,4244400,12345000
201901,132608,793475,2,7.75,"SSE","MARIAL",42.61,-123.85,4236600,12351000
201901,132608,793475,3,3.45,"S","GOLD BEACH MUNI ARPT",42.37,-124.42,4222200,12425200
201901,132608,793475,4,2.07,"N","WEDDERBURN",42.46,-124.42,4227600,12425200
201901,132608,793475,5,1.71,"NW","MARIAL",42.74,-123.9,4244400,12354000
201901,132609,793476,1,.15,"NNE","AVERY",33.552,-94.7791,3333120,9446746
201901,132610,793477,1,.45,"ENE","FOREMAN",33.7214,-94.3924,3343284,9423544
201901,132610,793478,1,2.1,"NNE","RICHMOND",33.6591,-94.2093,3339546,9412558
201901,132612,793481,1,2.99,"S","JENA ARPT",31.6273,-92.1421,3137638,928526
201901,132613,793482,1,.86,"NW","BULLARDS",43.16,-124.41,439600,12424600
201901,132613,793482,2,.5,"E","COALEDO",43.23,-124.22,4313800,12413200
201901,132613,793482,3,1.51,"E","NORWAY",43.1,-124.12,436000,1247200
201901,132613,793482,4,1.51,"W","MYRTLE PT",43.07,-124.16,434200,1249600
201901,132613,793482,5,0,"N","BANDON",43.12,-124.42,437200,12425200
201901,132621,793526,1,1.88,"SSW","PAHRUMP",36.1955,-115.9944,3611730,11559664
201901,132621,793526,2,1.85,"SSW","PAHRUMP",36.1956,-115.9938,3611736,11559628
201901,132624,793559,1,12.1,"N","CLEARWATER BEACH",28.1533,-82.8012,289198,8248072
201901,132635,793645,1,.69,"N","WHEELERSBURG",37.84,-83.02,3750400,831200
201901,132635,793645,2,.66,"N","WHEELERSBURG",37.8394,-83.0177,3750364,831062
201901,132635,793645,3,.57,"NNE","WHEELERSBURG",37.8381,-83.0174,3750286,831044
201901,132635,793645,4,.55,"N","WHEELERSBURG",37.838,-83.0204,3750280,831224
201901,132635,793648,1,1.28,"W","FALCON",37.7777,-83.0233,3746662,831398
201901,133887,801393,3,.25,"E","FT EDWARD",43.2693,-73.575,4316158,7334500
201901,133887,801393,4,.22,"E","FT EDWARD",43.2703,-73.5757,4316218,7334542
201901,133887,801394,1,1.81,"N","WEST HEBRON",43.256,-73.375,4315360,7322500
201901,133887,801394,2,1.72,"N","WEST HEBRON",43.2546,-73.3749,4315276,7322494
201901,133887,801394,3,1.79,"NNE","WEST HEBRON",43.255,-73.3701,4315300,7322206
201901,133887,801394,4,1.89,"NNE","WEST HEBRON",43.2565,-73.3702,4315390,7322212
201901,133887,801395,1,1.37,"W","SHUSHAN",43.098,-73.377,435880,7322620
201901,133887,801395,2,1.39,"W","SHUSHAN",43.0974,-73.3774,435844,7322644
201901,133887,801395,3,1.26,"W","SHUSHAN",43.0968,-73.3747,435808,7322482
201901,133887,801395,4,1.26,"W","SHUSHAN",43.0975,-73.3746,435850,7322476
201901,133887,801396,1,2.12,"NE","EAGLEVILLE",43.1037,-73.2933,436222,7317598
201901,133887,801396,2,2.01,"NE","EAGLEVILLE",43.1017,-73.2935,436102,7317610
201901,133887,801396,3,2.4,"NE","EAGLEVILLE",43.0997,-73.2809,435982,7316854
201901,133887,801396,4,2.51,"NE","EAGLEVILLE",43.1007,-73.2791,436042,7316746
201901,133887,801396,5,2.32,"NE","EAGLEVILLE",43.1031,-73.2866,436186,7317196
201901,133887,801398,1,.66,"W","LATHAM",42.7501,-73.7631,4245006,7345786
201901,133887,801398,2,.78,"SW","LATHAM",42.7414,-73.7599,4244484,7345594
201901,133887,801398,3,.54,"SSE","LATHAM",42.7424,-73.7478,4244544,7344868
201901,133887,801398,4,.05,"NNW","LATHAM",42.7508,-73.7503,4245048,7345018
201901,133887,801399,1,1.57,"NNW","SCHAGHTICOKE ARPT",42.9394,-73.6364,4256364,7338184
201901,133887,801399,2,1.46,"NNW","SCHAGHTICOKE ARPT",42.9376,-73.6358,4256256,7338148
201901,133887,801399,3,1.44,"NNW","SCHAGHTICOKE ARPT",42.9389,-73.632,4256334,7337920
201901,133887,801399,4,1.61,"NNW","SCHAGHTICOKE ARPT",42.941,-73.6336,4256460,7338016
201901,133887,801401,1,.83,"NW","TROY",42.7592,-73.6905,4245552,7341430
201901,133887,801401,2,.97,"W","RENSSELAER",42.6508,-73.749,4239048,7344940
201901,133887,801401,3,.31,"SW","RENSSELAER",42.6474,-73.7351,4238844,7344106
201901,133887,801401,4,1.83,"SW","ALBIA",42.6989,-73.6918,4241934,7341508
201901,133887,801401,5,.68,"NNE","TROY",42.7586,-73.6733,4245516,7340398
201901,133887,801402,1,.81,"NE","GREEN IS",42.7597,-73.6909,4245582,7341454
201901,133887,801402,2,1.02,"WNW","RENSSELAER",42.6545,-73.7492,4239270,7344952
201901,133887,801402,3,.31,"W","RENSSELAER",42.6495,-73.736,4238970,7344160
201901,133887,801402,4,1.83,"SW","ALBIA",42.6985,-73.6911,4241910,7341466
201901,133887,801402,5,.57,"NE","TROY",42.7547,-73.6709,4245282,7340254
201901,133887,802961,1,.53,"E","EAST WHITEHALL",43.5291,-73.3895,4331746,7323370
201901,133887,802961,2,.81,"E","EAST WHITEHALL",43.5287,-73.3839,4331722,7323034
201901,133887,802961,3,1.06,"ESE","EAST WHITEHALL",43.5226,-73.3815,4331356,7322890
201901,133887,802961,4,.65,"SE","EAST WHITEHALL",43.5233,-73.3909,4331398,7323454
201901,133887,802962,1,1.02,"SSE","GRANVILLE",43.4061,-73.263,4324366,7315780
201901,133887,802962,2,1.07,"SSE","GRANVILLE",43.4054,-73.2629,4324324,7315774
201901,133887,802962,3,1.09,"SSE","GRANVILLE",43.4054,-73.2622,4324324,7315732
201901,133887,802962,4,1.01,"SSE","GRANVILLE",43.4065,-73.2623,4324390,7315738
201901,133887,802963,1,1.53,"S","OAK HILL",42.9582,-73.4351,4257492,7326106
201901,133887,802963,2,1.57,"S","OAK HILL",42.9576,-73.4347,4257456,7326082
201901,133887,802963,3,1.47,"S","OAK HILL",42.9587,-73.4316,4257522,7325896
201901,133887,802963,4,1.47,"S","OAK HILL",42.9588,-73.4304,4257528,7325824
201901,133887,802963,5,1.42,"S","OAK HILL",42.9595,-73.4303,4257570,7325818
201901,133887,802963,6,1.46,"S","OAK HILL",42.959,-73.4329,4257540,7325974
201901,133888,801381,1,1.4,"NNE","LITTLE YAZOO",32.7369,-90.3568,3244214,9021408
201901,133888,801381,2,1.45,"ENE","LITTLE YAZOO",32.7257,-90.3461,3243542,9020766
201901,133888,801381,3,1.24,"ESE","LITTLE YAZOO",32.7147,-90.3496,3242882,9020976
201901,133888,801381,4,1.13,"NNE","LITTLE YAZOO",32.7337,-90.3595,3244022,9021570
201901,133888,801382,1,1.65,"SSE","MECHANICSBURG",32.6268,-90.5735,3237608,9034410
201901,133888,801382,2,.62,"SE","MECHANICSBURG",32.6444,-90.5718,3238664,9034308
201901,133888,801382,3,.91,"WSW","MECHANICSBURG",32.6459,-90.5949,3238754,9035694
201901,133888,801382,4,1.04,"SW","MECHANICSBURG",32.641,-90.5942,3238460,9035652
201901,133888,801389,1,3.17,"SSW","CAMDEN",32.7366,-89.8475,3244196,8950850
201901,133888,801389,2,2.07,"SE","LORING",32.7506,-89.9029,3245036,8954174
201901,133888,801389,3,2.51,"E","WAY",32.7528,-89.9869,3245168,8959214
201901,133888,801389,4,2.46,"E","WAY",32.7458,-89.9879,3244748,8959274
201901,133888,801389,5,2.64,"SSW","LORING",32.7335,-89.9433,3244010,8956598
201901,133888,801389,6,2.91,"SSE","LORING",32.7294,-89.9169,3243764,8955014
201901,133934,801660,4,.9,"NE","NORTH ADAMS JCT",42.4596,-73.1881,4227576,7311286
201901,133935,803208,1,.47,"WSW","KENT FURNACE",41.727,-73.4782,4143620,7328692
201901,133935,803208,2,.75,"SSW","BIRCH HILL",41.69,-73.5057,4141400,7330342
201901,133935,803208,3,.57,"NW","BULLS BRIDGE",41.6748,-73.509,4140488,7330540
201901,133935,803208,4,.41,"NNW","BULLS BRIDGE",41.675,-73.5043,4140500,7330258
201901,133935,803208,5,.36,"SSW","KENT FURNACE",41.7254,-73.4732,4143524,7328392
201901,133935,803209,1,.63,"N","HARWINTON",41.7791,-73.0694,4146746,734164
201901,133935,803209,2,.78,"N","HARWINTON",41.7813,-73.0699,4146878,734194
201901,133935,803209,3,.8,"NNE","HARWINTON",41.7813,-73.0669,4146878,734014
201901,133935,803209,4,.65,"NNE","HARWINTON",41.7792,-73.067,4146752,734020
201901,134008,802195,1,2.09,"E","FIELDS LNDG",40.72,-124.18,4043200,12410800
201901,134008,802195,2,2.01,"E","FIELDS LNDG",40.7205,-124.1817,4043230,12410902
201901,134008,802195,3,2.05,"E","FIELDS LNDG",40.7209,-124.1809,4043254,12410854
201901,134008,802195,4,2.1,"E","FIELDS LNDG",40.7207,-124.1799,4043242,12410794
201901,134008,802196,1,0,"N","BEATRICE",40.67,-124.2,4040200,12412000
201901,134008,802196,2,.2,"WSW","BEATRICE",40.6691,-124.2036,4040146,12412216
201901,134008,802196,3,.27,"WNW","BEATRICE",40.672,-124.2045,4040320,12412270
201901,134008,802196,4,.19,"N","BEATRICE",40.6727,-124.2003,4040362,12412018
201901,134008,802199,1,.46,"N","BAYSIDE",40.8367,-124.0708,4050202,1244248
201901,134008,802199,2,.49,"N","BAYSIDE",40.8371,-124.0697,4050226,1244182
201901,134008,802199,3,.53,"N","BAYSIDE",40.8376,-124.0707,4050256,1244242
201901,134008,802199,4,.49,"N","BAYSIDE",40.8371,-124.0715,4050226,1244290
201901,134008,802203,1,4.38,"SE","BOONVILLE",38.95,-123.32,3857000,12319200
201901,134008,804177,1,2.51,"NNW","JUNCTION CITY",40.7624,-123.0715,4045744,1234290
201901,134008,804177,2,2.2,"NNW","JUNCTION CITY",40.7589,-123.0675,4045534,1234050
201901,134014,802220,1,0,"N","MOORE",43.73,-113.37,4343800,11322200
201901,134014,802220,2,4,"SW","MOORE",43.6891,-113.4266,4341346,11325596
201901,134014,802220,3,5,"S","MOORE",43.6576,-113.37,4339456,11322200
201901,134014,802220,4,5,"SE","MOORE",43.6788,-113.2992,4340728,11317952
201901,134015,802225,1,0,"N","MOORE",43.73,-113.37,4343800,11322200
201901,134015,802225,2,5,"SE","MOORE",43.6788,-113.2992,4340728,11317952
201901,134015,802225,3,5,"S","MOORE",43.6576,-113.37,4339456,11322200
201901,134015,802225,4,5,"SW","MOORE",43.6788,-113.4408,4340728,11326448
201901,134032,802365,1,.88,"NW","GRASSY MEADOWS",37.83,-80.73,3749800,8043800
201901,134032,802365,2,.74,"WNW","GRASSY MEADOWS",37.8243,-80.7325,3749458,8043950
201901,134032,802365,3,.44,"WNW","GRASSY MEADOWS",37.8233,-80.7269,3749398,8043614
201901,134032,802365,4,.65,"NNW","GRASSY MEADOWS",37.829,-80.7233,3749740,8043398
201901,134032,802377,1,.3,"ESE","CALDWELL",37.7786,-80.3948,3746716,8023688
201901,134032,802377,2,.33,"ESE","CALDWELL",37.7786,-80.3942,3746716,8023652
201901,134032,802377,3,.37,"ESE","CALDWELL",37.7776,-80.3941,3746656,8023646
201901,134032,802377,4,.34,"ESE","CALDWELL",37.7775,-80.3946,3746650,8023676
201901,134032,802382,1,.5,"WSW","ALDERSON",37.7272,-80.6584,3743632,8039504
201901,134032,802408,1,.69,"N","JUMPING BRANCH",37.66,-80.98,3739600,8058800
201901,134032,802408,2,.68,"NNE","JUMPING BRANCH",37.6593,-80.9758,3739558,8058548
201901,134032,802408,3,.51,"NNE","JUMPING BRANCH",37.6572,-80.9775,3739432,8058650
201901,134032,802408,4,.55,"N","JUMPING BRANCH",37.658,-80.9794,3739480,8058764
201901,134046,802480,1,2.58,"SSW","LENHARDT ARPT",45.1456,-122.7705,458736,12246230
201901,134051,802496,1,16.76,"WSW","PUNTA TUNA LIGHTHOUSE",17.9213,-66.1275,1755278,667650
201901,134051,802496,2,14.13,"WSW","PUNTA TUNA LIGHTHOUSE",17.9309,-66.0887,1755854,665322
201901,134051,802497,1,16.3,"WSW","PUNTA TUNA LIGHTHOUSE",17.9186,-66.1195,1755116,667170
201901,134051,802497,2,13.9,"WSW","PUNTA TUNA LIGHTHOUSE",17.9265,-66.0838,1755590,665028
201901,134052,802498,1,3.4,"W","NAGUABO",18.2186,-65.7818,1813116,6546908
201901,134052,802498,2,3.5,"W","NAGUABO",18.2178,-65.7833,1813068,6546998
201901,134052,802498,3,3.08,"W","NAGUABO",18.2116,-65.776,1812696,6546560
201901,134052,802498,4,2.95,"W","NAGUABO",18.2143,-65.7745,1812858,6546470
201901,134089,802755,1,0,"N","RAVEN",37.08,-81.87,374800,8152200
201901,134089,802756,1,92.11,"WSW","SWEET CHALYBEATE",37.0922,-81.7737,375532,8146422
201901,134089,802771,1,1,"SW","NEW CASTLE",37.4898,-80.1329,3729388,807974
201901,134089,802772,1,.6,"SSW","BISHOP",37.192,-81.5341,3711520,8132046
201901,134102,802956,1,5.45,"NW","(PIB)PINE BELT RGNL",31.53,-89.39,3131800,8923400
201901,134102,802957,1,3.33,"NE","(HBG)HATTIESBURG ARP",31.303,-89.209,3118180,8912540
201901,134102,802957,2,2.75,"NE","(HBG)HATTIESBURG ARP",31.2977,-89.2164,3117862,8912984
201901,134102,802957,3,2.94,"NE","(HBG)HATTIESBURG ARP",31.3038,-89.2198,3118228,8913188
201901,134102,802957,4,3.37,"NE","(HBG)HATTIESBURG ARP",31.3062,-89.2118,3118372,8912708
201901,134102,802959,1,18.05,"NNE","MACEDONIA",31.612,-89.039,3136720,892340
201901,134102,802959,2,16.19,"NNE","MACEDONIA",31.59,-89.058,3135400,893480
201901,134102,802959,3,16.95,"NNE","MACEDONIA",31.6077,-89.0728,3136462,894368
201901,134102,802959,4,18.67,"NNE","MACEDONIA",31.6257,-89.0479,3137542,892874
201901,134102,802960,1,.65,"ENE","OVETT",31.484,-89.04,3129040,892400
201901,134102,802960,2,.73,"E","OVETT",31.4791,-89.0376,3128746,892256
201901,134102,802960,3,2.17,"WSW","OVETT",31.4652,-89.0825,3127912,894950
201901,134102,802960,4,2.15,"W","OVETT",31.4742,-89.0859,3128452,895154
201901,134102,803736,1,.32,"ESE","PETAL",31.3487,-89.2649,3120922,8915894
201901,134102,803736,2,.33,"ESE","PETAL",31.3474,-89.2652,3120844,8915912
201901,134102,803736,3,.19,"SE","PETAL",31.3478,-89.2682,3120868,8916092
201901,134102,803736,4,.2,"SE","PETAL",31.3483,-89.2672,3120898,8916032
201901,134102,803737,1,.78,"SSW","DIXIE PINE",31.2891,-89.283,3117346,8916980
201901,134102,803737,2,.82,"SSW","DIXIE PINE",31.2889,-89.2849,3117334,8917094
201901,134102,803737,3,.65,"SSW","DIXIE PINE",31.2915,-89.2848,3117490,8917088
201901,134102,803737,4,.62,"SSW","DIXIE PINE",31.2913,-89.283,3117478,8916980
201901,134102,803738,1,.33,"S","HATTIESBURG",31.3153,-89.319,3118918,8919140
201901,134102,803738,2,0,"N","HATTIESBURG",31.32,-89.32,3119200,8919200
201901,134102,803738,3,1.01,"NE","HATTIESBURG",31.3294,-89.307,3119764,8918420
201901,134102,803738,4,.9,"E","HATTIESBURG",31.3186,-89.3048,3119116,8918288
201901,134140,803243,1,2.13,"NW","TYLER",32.3481,-86.9096,3220886,8654576
201901,134140,803243,2,5.04,"NNE","TYLER",32.3934,-86.8372,3223604,8650232
201901,134140,803244,1,5.14,"SW","MULBERRY",32.3934,-86.8372,3223604,8650232
201901,134140,803244,2,4.39,"SW","MULBERRY",32.3981,-86.8233,3223886,8649398
201901,134140,803245,1,3.16,"S","INDEPENDENCE",32.4847,-86.7275,3229082,8643650
201901,134140,803245,2,1.99,"SW","POSEYS XRDS",32.5467,-86.59,3232802,8635400
201901,134140,803261,1,2.28,"SSW","WETUMPKA",32.5202,-86.237,3231212,8614220
201901,134140,803261,2,1.6,"E","COTTON",32.6824,-85.9927,3240944,8559562
201901,134140,803295,1,2.05,"W","COTTAGE GROVE",32.8535,-86.1551,3251210,869306
201901,134140,803295,2,1.68,"SSE","HISSOP",32.8762,-86.1439,3252572,868634
201901,134140,803296,1,.9,"SW","J C MEADOWS XRDS",32.49,-85.18,3229400,8510800
201901,134150,803333,1,16.32,"WSW","ESCATAWPA",31.1572,-88.6359,319432,8838154
201901,134150,803333,2,0,"N","MILLRY",31.63,-88.32,3137800,8819200
201901,134150,803333,3,4.7,"NE","JORDAN",31.5443,-88.1895,3132658,8811370
201901,134150,803333,4,3.06,"SSW","ESCATAWPA",31.2396,-88.4209,3114376,8825254
201901,134150,803792,1,1,"NNE","COFFEEVILLE",31.7634,-88.0935,3145804,885610
201901,134150,803792,2,1.5,"SSE","WEST BEND",31.81,-88.1203,3148600,887218
201901,134150,803792,3,1.49,"SSW","WOODBLUFF",31.9098,-88.0791,3154588,884746
201901,134150,803792,4,2.78,"SSE","OPINE",31.8648,-87.947,3151888,8756820
201901,134150,803792,5,2.46,"SE","COFFEEVILLE",31.7298,-88.0655,3143788,883930
201901,134150,804117,1,19.06,"N","ATKINSON",32.2438,-87.6305,3214628,8737830
201901,134150,804117,2,2,"NW","THOMASVILLE",31.9405,-87.7541,3156430,8745246
201901,134150,804117,3,8.57,"N","HOLTAMVILLE",32.1018,-87.9024,326108,8754144
201901,134150,804117,4,20.66,"NNE","BASHI",32.2576,-87.7733,3215456,8746398
201901,134150,804118,1,1.12,"S","TALLAHATTA SPGS",31.8839,-87.8176,3153034,8749056
201901,134150,804118,2,2,"SW","THOMASVILLE",31.8995,-87.7541,3153970,8745246
201901,134150,804118,3,.91,"ENE","THOMASVILLE",31.9236,-87.7151,3155416,8742906
201901,134150,804118,4,3.04,"WNW","THOMASVILLE",31.9361,-87.7782,3156166,8746692
201901,134150,804119,1,3.67,"NW","BLADON SPGS",31.7713,-88.2395,3146278,8814370
201901,134150,804119,2,3,"NNW","BLADON SPGS",31.7701,-88.2195,3146206,8813170
201901,134150,804119,3,2.55,"NNW","BLADON SPGS",31.7638,-88.2175,3145828,8813050
201901,134150,804119,4,3.11,"NW","BLADON SPGS",31.7635,-88.2353,3145810,8814118
201901,134150,804120,1,0,"N","RURAL",31.87,-87.73,3152200,8743800
201901,134150,804120,2,1.47,"WNW","RURAL",31.8797,-87.7523,3152782,8745138
201901,134150,804120,3,1.35,"W","RURAL",31.8666,-87.7526,3151996,8745156
201901,134150,804120,4,.43,"SW","RURAL",31.8654,-87.735,3151924,8744100
201901,134184,803595,1,1.18,"NW","DANVILLE",35.0615,-93.3954,353690,9323724
201901,134184,803595,2,.93,"NW","DANVILLE",35.0581,-93.3932,353486,9323592
201901,134184,803595,3,1.15,"WNW","DANVILLE",35.0558,-93.399,353348,9323940
201901,134184,803595,4,1.36,"WNW","DANVILLE",35.0596,-93.4011,353576,9324066
201901,134184,803599,1,1.15,"NW","DANVILLE",35.0618,-93.3943,353708,9323658
201901,134184,803599,2,.88,"NW","DANVILLE",35.0591,-93.391,353546,9323460
201901,134184,803599,3,1.15,"WNW","DANVILLE",35.0555,-93.3992,353330,9323952
201901,134184,803599,4,1.35,"WNW","DANVILLE",35.058,-93.4018,353480,9324108
201901,134184,803607,1,1.2,"NNW","CAMDEN",33.5964,-92.8368,3335784,9250208
201901,134184,803607,2,1.31,"S","WARNER",33.6113,-92.8039,3336678,9248234
201901,134184,803607,3,2.35,"WSW","LAKESIDE",33.5692,-92.7687,3334152,9246122
201901,134184,803607,4,1.28,"NE","COLLENDALE",33.5634,-92.8146,3333804,9248876
201901,134184,803609,1,1.25,"NE","ARKADELPHIA",34.1306,-93.0523,347836,933138
