YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201901,134184,803609,2,2,"ENE","ARKADELPHIA",34.1327,-93.0387,347962,932322
201901,134184,803609,3,2.2,"NW","TUPELO",34.1041,-93.0253,346246,931518
201901,134184,803609,4,1.32,"E","ARKADELPHIA MUNI ARP",34.1025,-93.0472,346150,932832
201901,134184,803614,1,2.13,"WSW","HOUSTON",35.0185,-92.735,351110,9244100
201901,134184,803614,2,1.46,"WSW","HOUSTON",35.0194,-92.7222,351164,9243332
201901,134184,803614,3,2.06,"SSW","HOUSTON",35.0043,-92.7185,35258,9243110
201901,134184,803614,4,2.7,"SW","HOUSTON",35.004,-92.7356,35240,9244136
201901,134184,803616,1,.84,"WSW","RIVERSIDE",35.2766,-91.2443,3516596,9114658
201901,134184,803616,2,.2,"SSW","RIVERSIDE",35.2775,-91.2317,3516650,9113902
201901,134184,803616,3,1.03,"S","RIVERSIDE",35.2654,-91.233,3515924,9113980
201901,134184,803616,4,.78,"NNE","CAVELL",35.2611,-91.2472,3515666,9114832
201901,134184,803619,1,2.95,"WNW","AUGUSTA",35.2943,-91.4192,3517658,9125152
201901,134184,803619,2,1.17,"N","AUGUSTA",35.2969,-91.3681,3517814,9122086
201901,134184,803619,3,.39,"W","NEW AUGUSTA",35.2695,-91.3568,3516170,9121408
201901,134184,803619,4,3.12,"W","RUFFWOOD",35.2729,-91.4253,3516374,9125518
201901,134200,803686,1,0,"N","NORTH CHICHESTER",43.25,-71.38,4315000,7122800
201901,134200,803686,2,.11,"NW","WEBSTER MILL",43.281,-71.3517,4316860,7121102
201901,134200,803686,3,.59,"SE","WEBSTER MILL",43.2746,-71.341,4316476,7120460
201901,134200,803686,4,.69,"SE","NORTH CHICHESTER",43.2436,-71.3696,4314616,7122176
201901,134200,803689,1,0,"N","WEST CLAREMONT",43.4,-72.38,4324000,7222800
201901,134200,803689,2,.88,"SSW","WEST CLAREMONT",43.3888,-72.3884,4323328,7223304
201901,134200,803689,3,.51,"NW","CLAREMONT",43.3845,-72.3582,4323070,7221492
201901,134200,803689,4,1.03,"NNW","CLAREMONT",43.3938,-72.3579,4323628,7221474
201901,134200,803694,1,.66,"NNW","RIVERSIDE ARPT",43.7583,-71.6868,4345498,7141208
201901,134200,803694,2,.81,"NNW","RIVERSIDE ARPT",43.7606,-71.6867,4345636,7141202
201901,134200,803694,3,.75,"NNW","RIVERSIDE ARPT",43.7606,-71.6834,4345636,7141004
201901,134200,803694,4,.68,"NNW","RIVERSIDE ARPT",43.7594,-71.6843,4345564,7141058
201901,134200,803697,1,0,"N","CONWAY",43.98,-71.12,4358800,717200
201901,134200,803697,2,.45,"NNE","CONWAY",43.9861,-71.1165,4359166,716990
201901,134200,803697,3,1.22,"WSW","CENTER CONWAY",43.9939,-71.093,4359634,715580
201901,134200,803697,4,1.09,"SW","CENTER CONWAY",43.9908,-71.0879,4359448,715274
201901,134200,803697,5,1.13,"ENE","CONWAY",43.9837,-71.0978,4359022,715868
201901,134200,803697,6,.61,"E","CONWAY",43.9789,-71.1078,4358734,716468
201901,134201,803687,1,2.52,"NW","CLARENDON",34.7012,-91.3361,3442072,9120166
201901,134201,803687,2,1.72,"WSW","JEFFRIES",34.7092,-91.3072,3442552,9118432
201901,134201,803687,3,1.04,"S","CLARENDON",34.665,-91.3025,3439900,9118150
201901,134201,803687,4,1.92,"SW","CLARENDON",34.6609,-91.3246,3439654,9119476
201901,134201,803688,1,.93,"WSW","RIVERSIDE",35.2764,-91.2459,3516584,9114754
201901,134201,803688,2,.17,"SSE","RIVERSIDE",35.2779,-91.2284,3516674,9113704
201901,134201,803688,3,.77,"NNW","PATTERSON",35.2608,-91.2333,3515648,9113998
201901,134201,803688,4,.79,"N","CAVELL",35.2614,-91.2485,3515684,9114910
201901,134202,803693,1,1.52,"NNW","CAMDEN",33.6009,-92.8384,3336054,9250304
201901,134202,803693,2,1.66,"SSW","WARNER",33.6064,-92.8057,3336384,9248342
201901,134202,803693,3,2.8,"ESE","CAMDEN",33.5706,-92.7827,3334236,9246962
201901,134202,803693,4,.81,"NNE","COLLENDALE",33.5599,-92.8224,3333594,9249344
201901,134202,803698,1,1.27,"ESE","WATKINS",35.1421,-91.4597,358526,9127582
201901,134202,803698,2,2.81,"NE","GEORGETOWN",35.1494,-91.4157,358964,9124942
201901,134202,803698,3,1.74,"ESE","GEORGETOWN",35.112,-91.4209,356720,9125254
201901,134202,803698,4,.94,"SSW","GEORGETOWN",35.108,-91.4578,356480,9127468
201901,134215,803778,1,1.5,"NNE","CLAYTON MUNI ARPT",31.9,-85.47,3154000,8528200
201901,134223,803799,1,1.73,"NW","ROYCE",31.0853,-88.8432,315118,8850592
201901,134223,803799,2,1,"SE","MC LAIN",31.1098,-88.8181,316588,8849086
201901,134223,803799,3,2.89,"NE","ROYCE",31.0958,-88.7817,315748,8846902
201901,134223,803799,4,.71,"NE","ROYCE",31.0773,-88.8116,314638,8848696
201901,134223,804121,1,3,"S","NEELY",31.1266,-88.77,317596,8846200
201901,134223,804121,2,3.49,"ESE","MC LAIN",31.1072,-88.7729,316432,8846374
201901,134223,804121,3,3.91,"SSE","NEELY",31.115,-88.7549,316900,8845294
201901,134223,804121,4,3.19,"SSE","NEELY",31.1259,-88.754,317554,8845240
201901,134224,804115,1,0,"N","DOG RIVER BRIDGE",30.57,-88.09,3034200,885400
201901,134224,804116,1,0,"N","FORT MORGAN",30.23,-88.02,3013800,881200
201901,134226,803813,1,6.8,"SW","PLANTATION KEY",24.9189,-80.6351,2455134,8038106
201901,134226,803814,1,0,"N","ALLIGATOR REEF LIGHT",24.85,-80.62,2451000,8037200
201901,134226,803815,1,0,"N","SMITH SHOAL LIGHT",24.72,-81.92,2443200,8155200
201901,134227,803816,1,10.21,"ENE","DRY TORTUGAS LIGHT",24.693,-82.773,2441580,8246380
201901,134227,803817,1,1.56,"E","KEY WEST",24.5571,-81.7554,2433426,8145324
201901,134227,803818,1,2.93,"E","BIG COPPITT KEY",24.5982,-81.6535,2435892,8139210
201901,134322,804696,1,2.47,"SW","MIAMI LAKE",25.8913,-80.3236,2553478,8019416
201901,134322,804696,2,2.15,"SSW","MIAMI LAKE",25.8928,-80.3167,2553568,8019002
201901,134322,805239,1,2.11,"SSW","MIAMI LAKE",25.8929,-80.3157,2553574,8018942
201901,134322,805239,2,1.56,"WSW","(OPF)OPA LOCKA ARPT",25.8954,-80.3045,2553724,8018270
201901,134323,804697,1,25.49,"SSE","WIGGINS PASS",25.92,-81.73,2555200,8143800
201901,134324,804698,1,2.32,"SE","GOVERNMENT CUT",25.75,-80.1,2545000,806000
201901,134324,804700,1,6.11,"SW","KEY BISCAYNE",25.71,-80.21,2542600,8012600
201901,134324,804701,1,3.34,"SW","GOVERNMENT CUT",25.73,-80.16,2543800,809600
201901,134325,804729,1,5.06,"S","OKEELANTA",26.548,-80.7152,2632880,8042912
201901,134325,804729,2,4.92,"S","OKEELANTA",26.5497,-80.7121,2632982,8042726
201901,134332,804740,1,9.05,"WSW","PORT MAYACA",26.96,-80.94,2657600,8056400
201901,134354,804959,1,1.62,"W","WOODLAND",38.68,-121.8,3840800,12148000
201901,132410,792207,4,1.63,"WNW","BASALT",39.3771,-107.059,3922626,1073540
201901,132410,792208,1,7.29,"E","CARBONDALE ARPT",39.3662,-107.0348,3921972,1072088
201901,132410,792208,2,5.36,"E","CARBONDALE ARPT",39.3776,-107.0698,3922656,1074188
201901,132410,792208,3,4.57,"ENE","CARBONDALE ARPT",39.3944,-107.0865,3923664,1075190
201901,132410,792208,4,4.36,"ENE","CARBONDALE ARPT",39.4019,-107.0934,3924114,1075604
201901,132418,792248,1,3.26,"N","GORUM",31.4769,-92.956,3128614,9257360
201901,132418,792248,2,3.14,"WNW","JANIE",31.4801,-92.9519,3128806,9257114
201901,132418,792248,3,2.96,"WNW","JANIE",31.4785,-92.9493,3128710,9256958
201901,132418,792248,4,3.16,"N","GORUM",31.4755,-92.9546,3128530,9257276
201901,132418,792249,1,1.02,"S","FLORA",31.6055,-93.1029,3136330,936174
201901,132418,792249,2,1.34,"SSW","FLORA",31.6013,-93.1056,3136078,936336
201901,132418,792249,3,1.36,"S","FLORA",31.6003,-93.1019,3136018,936114
201901,132418,792249,4,.97,"S","FLORA",31.606,-93.0995,3136360,935970
201901,132418,792250,1,1.49,"ESE","FLORA",31.6123,-93.0764,3136738,934584
201901,132418,792250,2,1.83,"ESE","FLORA",31.6118,-93.0704,3136708,934224
201901,132418,792250,3,1.87,"ESE","FLORA",31.6098,-93.0706,3136588,934236
201901,132418,792250,4,1.52,"ESE","FLORA",31.6105,-93.0766,3136630,934596
201901,132418,792251,1,1.54,"SW","BARNET SPGS",32.4828,-92.6869,3228968,9241214
201901,132418,792251,2,1.19,"SSW","BARNET SPGS",32.4835,-92.676,3229010,9240560
201901,132440,792466,4,5.14,"ENE","STONEWALL",32.3189,-93.745,3219134,9344700
201901,132440,792466,5,3.82,"NNE","STONEWALL",32.3316,-93.7967,3219896,9347802
201901,132440,792469,1,1.94,"E","STAPLES",32.3718,-93.7869,3222308,9347214
201901,132418,792251,3,1.41,"SSW","BARNET SPGS",32.4801,-92.6757,3228806,9240542
201901,132418,792251,4,1.7,"SW","BARNET SPGS",32.4799,-92.687,3228794,9241220
201901,132440,792466,1,3.31,"NNE","STONEWALL",32.3249,-93.8004,3219494,9348024
201901,132440,792466,2,3.76,"NNW","FRIERSON",32.2968,-93.7327,3217808,9343962
201901,132440,792466,3,3.28,"N","FRIERSON",32.2973,-93.6957,3217838,9341742
201901,134354,804959,2,2.08,"W","WOODLAND",38.6795,-121.8086,3840770,12148516
201901,134354,804959,3,2.03,"W","WOODLAND",38.6761,-121.8074,3840566,12148444
201901,134354,804959,4,1.72,"W","WOODLAND",38.6754,-121.8013,3840524,12148078
201901,134354,804960,1,.53,"E","GRIDLEY",39.37,-121.69,3922200,12141400
201901,134354,804961,1,.69,"N","GALT",38.26,-121.3,3815600,12118000
201901,134354,804961,2,.5,"NNE","GALT",38.2567,-121.2965,3815402,12117790
201901,134354,804961,3,.69,"NNE","GALT",38.2592,-121.2951,3815552,12117706
201901,134354,804961,4,.77,"N","GALT",38.2609,-121.2972,3815654,12117832
201901,134354,804962,1,2.57,"WNW","SACRAMENTO",38.57,-121.51,3834200,12130600
201901,134354,804962,2,2.53,"WNW","SACRAMENTO",38.5694,-121.5097,3834164,12130582
201901,134354,804962,3,2.56,"NW","SACRAMENTO",38.571,-121.5089,3834260,12130534
201901,134354,804962,4,2.6,"NW","SACRAMENTO",38.5713,-121.5096,3834278,12130576
201901,134354,804963,1,1.48,"SSW","THERMALITO",39.5,-121.61,3930000,12136600
201901,134354,804964,1,.69,"S","EAST QUINCY",39.92,-120.9,3955200,12054000
201901,134362,805049,1,1.75,"SW","PLAINFIELD",38.58,-121.82,3834800,12149200
201901,134362,805049,2,2.47,"SW","PLAINFIELD",38.5795,-121.8374,3834770,12150244
201901,134362,805049,3,2.75,"SW","PLAINFIELD",38.5737,-121.8381,3834422,12150286
201901,134362,805049,4,2.03,"SSW","PLAINFIELD",38.5744,-121.8185,3834464,12149110
201901,134362,805050,1,.67,"SSW","RED BLUFF",40.1708,-122.2342,4010248,12214052
201901,134362,805050,2,.65,"SSW","RED BLUFF",40.1709,-122.2333,4010254,12213998
201901,134362,805050,3,.83,"SSW","RED BLUFF",40.1689,-122.2361,4010134,12214166
201901,134362,805050,4,.81,"SSW","RED BLUFF",40.1695,-122.2367,4010170,12214202
201901,134362,805051,1,2.76,"N","THERMALITO",39.56,-121.6,3933600,12136000
201901,134362,805051,2,2.53,"N","THERMALITO",39.5565,-121.596,3933390,12135760
201901,134362,805051,3,2.1,"NNW","THERMALITO",39.5478,-121.6159,3932868,12136954
201901,134362,805051,4,2.49,"NNW","THERMALITO",39.5535,-121.6174,3933210,12137044
201901,134362,805052,1,3.78,"W","CHICO RANCHAERO ARPT",39.73,-121.94,3943800,12156400
201901,134362,805052,2,3.8,"WSW","CHICO RANCHAERO ARPT",39.7062,-121.9392,3942372,12156352
201901,134362,805052,3,4.09,"WSW","CHICO RANCHAERO ARPT",39.7044,-121.9442,3942264,12156652
201901,134362,805052,4,3.64,"SSE","NORD",39.7305,-121.9467,3943830,12156802
201901,134362,805053,1,.87,"NE","ANITA",39.83,-121.96,3949800,12157600
201901,134362,805053,2,1.18,"NE","ANITA",39.8297,-121.9518,3949782,12157108
201901,134362,805053,3,.91,"ESE","ANITA",39.8171,-121.9532,3949026,12157192
201901,134362,805053,4,.61,"ESE","ANITA",39.8165,-121.9594,3948990,12157564
201901,134362,805054,1,0,"N","PALERMO",39.43,-121.55,3925800,12133000
201901,134362,805054,2,.13,"N","PALERMO",39.4319,-121.5503,3925914,12133018
201901,134362,805054,3,.23,"WNW","PALERMO",39.4313,-121.5539,3925878,12133234
201901,134362,805054,4,.23,"WSW","PALERMO",39.4284,-121.5538,3925704,12133228
201901,134362,805055,1,2.25,"SSW","FLORIN",38.4699,-121.4159,3828194,12124954
201901,134362,805055,2,2.08,"SSW","FLORIN",38.4734,-121.4179,3828404,12125074
201901,134362,805055,3,2.11,"SSW","FLORIN",38.4734,-121.4193,3828404,12125158
201901,134362,805055,4,2.29,"SSW","FLORIN",38.4697,-121.4169,3828182,12125014
201901,134362,805056,1,0,"N","MADISON",38.68,-121.97,3840800,12158200
201901,134362,805056,2,.5,"ESE","MADISON",38.6785,-121.961,3840710,12157660
201901,134362,805056,3,1.59,"S","MADISON",38.6572,-121.9661,3839432,12157966
201901,134362,805056,4,1.52,"SSW","MADISON",38.6592,-121.9794,3839552,12158764
201901,134362,805057,1,0,"N","MADISON",38.68,-121.97,3840800,12158200
201901,134362,805057,2,.3,"N","MADISON",38.6842,-121.969,3841052,12158140
201901,134362,805057,3,.32,"NE","MADISON",38.6829,-121.9653,3840974,12157918
201901,134362,805057,4,.2,"SE","MADISON",38.678,-121.9674,3840680,12158044
201901,134362,805058,1,1.08,"E","MADISON",38.68,-121.95,3840800,12157000
201901,134362,805058,2,1.13,"E","MADISON",38.678,-121.9493,3840680,12156958
201901,134362,805058,3,1,"E","MADISON",38.6781,-121.9517,3840686,12157102
201901,134362,805058,4,1.03,"E","MADISON",38.6803,-121.951,3840818,12157060
201901,134362,805059,1,.89,"ENE","WILLOWS",39.5252,-122.1847,3931512,12211082
201901,134362,805059,2,.93,"ENE","WILLOWS",39.5237,-122.1832,3931422,12210992
201901,134362,805059,3,.73,"ENE","WILLOWS",39.5236,-122.187,3931416,12211220
201901,134362,805059,4,.75,"ENE","WILLOWS",39.5248,-122.1874,3931488,12211244
201901,134362,805060,1,.88,"SE","COSUMNE",38.49,-121.16,3829400,1219600
201901,134362,805060,2,1.08,"SSE","COSUMNE",38.4868,-121.1593,3829208,1219558
201901,134362,805060,3,.89,"SSE","COSUMNE",38.4874,-121.1667,3829244,12110002
201901,134362,805060,4,.65,"SE","COSUMNE",38.4926,-121.1626,3829556,1219756
201901,134362,805062,1,1.27,"WSW","EAST QUINCY",39.92,-120.92,3955200,12055200
201901,134362,805238,1,1.71,"SSW","CRESTA",39.8263,-121.4089,3949578,12124534
201901,134363,805063,1,1.62,"E","WAITS STATION",38.45,-120.87,3827000,12052200
201901,134363,805065,1,6,"ENE","LINDEN",38.0532,-120.9781,383192,12058686
201901,134681,806969,1,0,"N","STANNARD ROCK LIGHT",47.18,-87.23,4710800,8713800
201901,134683,806970,1,0,"N","STANNARD ROCK LIGHT",47.18,-87.23,4710800,8713800
201901,134683,806971,1,0,"N","PASSAGE ISLAND LIGHT",48.22,-88.37,4813200,8822200
201901,132440,792469,2,.27,"NNW","STAPLES",32.3738,-93.8212,3222428,9349272
201901,132440,792469,3,.32,"NW","KEITHVILLE ARPT",32.3535,-93.8237,3221210,9349422
201901,132440,792469,4,1.55,"ESE","KEITHVILLE ARPT",32.3453,-93.794,3220718,9347640
201901,132440,792469,5,3.46,"E","KEITHVILLE ARPT",32.3466,-93.7609,3220796,9345654
201901,132440,792469,6,3.07,"WNW","NORTON",32.3434,-93.7501,3220604,9345006
201901,132440,792469,7,1.91,"W","NORTON",32.3325,-93.7325,3219950,9343950
201901,132440,792469,8,1.53,"E","NORTON",32.3336,-93.6741,3220016,9340446
201901,132489,792678,1,5.91,"W","MORRILL",31.5853,-95.169,3135118,9510140
201901,132489,792678,2,4.84,"WSW","MORRILL",31.5657,-95.1417,3133942,958502
201901,132489,792678,3,4.21,"WSW","MORRILL",31.5739,-95.1346,3134434,958076
201901,132489,792678,4,5.32,"W","MORRILL",31.5916,-95.1598,3135496,959588
201901,132489,792678,5,6.41,"W","MORRILL",31.591,-95.1784,3135460,9510704
201901,132489,792678,6,6.38,"W","MORRILL",31.586,-95.1772,3135160,9510632
201901,132490,792683,1,4.85,"E","ZION",31.7832,-92.3674,3146992,9222044
201901,132490,792683,2,5.98,"E","ZION",31.7661,-92.3495,3145966,9220970
201901,132490,792683,3,6.17,"ESE","ZION",31.7538,-92.3496,3145228,9220976
201901,132490,792683,4,5.79,"ESE","ZION",31.7422,-92.362,3144532,9221720
201901,132490,792683,5,6.25,"SE","ZION",31.7283,-92.3627,3143698,9221762
201901,132490,792683,6,6.11,"SE","ZION",31.7243,-92.3693,3143458,9222158
201901,132490,792688,1,.86,"W","ZENORIA",31.7522,-92.3444,3145132,9220664
201901,132490,792688,2,2.13,"SSW","ZENORIA",31.7243,-92.3501,3143458,9221006
201901,132490,792688,3,3.49,"WSW","LITTLE CREEK",31.7046,-92.3565,3142276,9221390
201901,132490,792688,4,3.05,"WSW","LITTLE CREEK",31.6958,-92.3433,3141748,9220598
201901,132490,792688,5,1.03,"S","ZENORIA",31.7352,-92.3276,3144112,9219656
201901,132491,792697,1,5.82,"SW","YANTIS",32.8771,-95.6481,3252626,9538886
201901,132491,792697,2,3.21,"SSW","GOLDEN",32.6869,-95.5904,3241214,9535424
201901,132491,792697,3,1.85,"WSW","MINEOLA WISENER ARPT",32.6709,-95.5499,3240254,9532994
201901,132491,792697,4,3.09,"S","WEST MINEOLA",32.6257,-95.4933,3237542,9529598
201901,132491,792697,5,1.38,"SSE","HOARD",32.6109,-95.3932,3236654,9523592
201901,132491,792697,6,2.2,"SSW","FAUKE",32.6005,-95.2843,3236030,9517058
201901,132491,792697,7,2.73,"SSE","QUITMAN",32.7614,-95.4199,3245684,9525194
201901,132491,792698,1,4.02,"N","LINDALE",32.5781,-95.3973,3234686,9523838
201901,132491,792698,2,.96,"N","RED SPGS",32.5439,-95.2695,3232634,9516170
201901,132491,792698,3,2.27,"NNE","RED SPGS",32.5574,-95.2484,3233444,9514904
201901,132491,792698,4,5.4,"N","LINDALE",32.5978,-95.3916,3235868,9523496
201901,132491,792698,5,6.67,"NNE","GARDEN VLY",32.604,-95.4737,3236240,9528422
201901,132491,792698,6,4.73,"NNW","LINDALE",32.5801,-95.4388,3234806,9526328
201901,132491,793017,1,.44,"NE","GLADEWATER MUNI ARPT",32.5246,-94.9647,3231476,9457882
201901,132491,793017,2,1.34,"SSE","GLADEWATER MUNI ARPT",32.5026,-94.9598,3230156,9457588
201901,132806,803200,5,1.68,"E","SWEET GUM HEAD",30.9768,-85.9218,3058608,8555308
201901,132806,803201,1,1.5,"SSW","BETHLEHEM",30.9,-85.74,3054000,8544400
201901,132806,803202,1,.69,"N","SPRINGFIELD",30.17,-85.6,3010200,8536000
201901,132806,803203,1,.91,"NW","PANAMA CITY",30.18,-85.67,3010800,8540200
201901,132806,803204,1,2.37,"E","RICHTER CROSSROADS",30.83,-85.46,3049800,8527600
201901,132806,803205,1,.6,"W","PARKER",30.13,-85.61,307800,8536600
201901,132806,803206,1,.91,"NW","NETTLE RIDGE",30.48,-85.05,3028800,853000
201901,132807,803207,1,1.36,"WSW","WIRE BRIDGE",31.83,-85.09,3149800,855400
201901,132808,794618,1,11.08,"ESE","PANAMA CITY BEACH",30.152,-85.667,309120,8540020
201901,132808,794621,1,11.08,"ESE","PANAMA CITY BEACH",30.152,-85.667,309120,8540020
201901,132808,794624,1,11.08,"ESE","PANAMA CITY BEACH",30.152,-85.667,309120,8540020
201901,132808,794625,1,13.57,"NW","MEXICO BEACH",30.07,-85.58,304200,8534800
201901,132808,794639,1,0,"N","C TOWER",29.4,-84.86,2924000,8451600
201901,132808,794642,1,8,"SSE","PANACEA",29.921,-84.335,2955260,8420100
201901,132808,794645,1,.25,"WSW","KEATON BEACH",29.819,-83.594,2949140,8335640
201901,132857,794907,1,2.96,"SSW","LAKEVIEW",35.0595,-119.1372,353570,1198232
201901,132857,794907,2,3.2,"SSW","LAKEVIEW",35.056,-119.1376,353360,1198256
201901,132857,794907,3,3.51,"E","PENTLAND",35.0556,-119.2583,353336,11915498
201901,132857,794907,4,3.62,"ENE","PENTLAND",35.0626,-119.2579,353756,11915474
201901,132910,795203,1,3.33,"NE","FITCHVILLE",41.11,-82.45,416600,8227000
201901,132910,795204,1,.86,"SW","BELLEVUE",41.27,-82.86,4116200,8251600
201901,132910,795205,1,1.04,"E","ELYRIA",41.37,-82.08,4122200,824800
201901,132910,795206,1,.86,"NW","(CGF)CUYAHOGA CO ARP",41.58,-81.49,4134800,8129400
201901,132910,795207,1,1.04,"W","ELYRIA",41.37,-82.12,4122200,827200
201901,132910,795208,1,.69,"N","LA GRANGE",41.24,-82.12,4114400,827200
201901,132910,795209,1,0,"N","BEACHWOOD",41.48,-81.5,4128800,8130000
201901,132910,795210,1,2.49,"NW","CHARDON",41.6,-81.24,4136000,8114400
201901,132910,795211,1,1.48,"SSE","STRONGSVILLE ARPT",41.3,-81.86,4118000,8151600
201901,132910,795212,1,1.38,"N","PINN",40.8,-81.52,4048000,8131200
201901,132910,795213,1,0,"N","BEACHWOOD",41.48,-81.5,4128800,8130000
201901,132910,795214,1,1.38,"N","PINN",40.8,-81.52,4048000,8131200
201901,132910,795215,1,.86,"NW","(CGF)CUYAHOGA CO ARP",41.58,-81.49,4134800,8129400
201901,132910,795216,1,1.04,"E","NEWBURY",41.47,-81.21,4128200,8112600
201901,132910,795217,1,1.48,"SSW","RUSSELL",41.45,-81.34,4127000,8120400
201901,132910,795218,1,2.49,"ESE","BAINBRIDGE",41.36,-81.29,4121600,8117400
201901,132910,795219,1,1.9,"WSW","BAZETTA",41.3226,-80.8153,4119356,8048918
201901,132910,795219,2,.08,"ENE","CORTLAND",41.3303,-80.7285,4119818,8043710
201901,132911,795202,1,1.03,"E","VENANGO",41.77,-80.1,4146200,806000
201901,132921,795291,1,.92,"SE","HAWTHORNE",29.57,-82.07,2934200,824200
201901,132921,795292,1,1.38,"N","INTERLACHEN",29.64,-81.9,2938400,8154000
201901,132921,795297,1,1.51,"NNW","PINE LAKES",29.55,-81.25,2933000,8115000
201901,132921,795298,1,1.39,"ESE","PINE LAKES",29.52,-81.22,2931200,8113200
201901,132921,795299,1,1.51,"NNW","HAWTHORNE",29.6,-82.09,2936000,825400
201901,132921,795300,1,1.38,"N","INTERLACHEN",29.64,-81.9,2938400,8154000
201901,132928,795302,1,3.11,"NNW","OLD MILAN",39.1933,-85.1461,3911598,858766
201901,132928,795302,2,2.96,"NNW","OLD MILAN",39.191,-85.1459,3911460,858754
201901,132928,795302,3,2.82,"N","OLD MILAN",39.19,-85.14,3911400,858400
201901,132928,795302,4,3.08,"N","OLD MILAN",39.1937,-85.1409,3911622,858454
201901,132928,795303,1,.91,"N","SCIPIO",39.393,-84.8227,3923580,8449362
201901,132928,795303,2,.93,"N","SCIPIO",39.3934,-84.821,3923604,8449260
201901,132928,795303,3,.82,"N","SCIPIO",39.3919,-84.82,3923514,8449200
201901,132928,795303,4,.8,"N","SCIPIO",39.3915,-84.8221,3923490,8449326
201901,132928,795304,1,1.74,"WNW","BROOKVILLE",39.43,-85.05,3925800,853000
201901,132928,795304,2,2.03,"WNW","BROOKVILLE",39.4288,-85.0563,3925728,853378
201901,132928,795304,3,1.96,"WNW","BROOKVILLE",39.4272,-85.0555,3925632,853330
201901,132928,795304,4,1.82,"WNW","BROOKVILLE",39.4271,-85.0529,3925626,853174
201901,132929,795305,1,2.47,"W","BROOKVILLE",39.4242,-85.066,3925452,853960
201901,132929,795305,2,2.46,"W","BROOKVILLE",39.4226,-85.066,3925356,853960
201901,132929,795305,3,2.3,"W","BROOKVILLE",39.4234,-85.0629,3925404,853774
201901,132929,795305,4,2.38,"W","BROOKVILLE",39.426,-85.064,3925560,853840
201901,132929,795306,1,1.43,"WSW","BROOKVILLE",39.4159,-85.0463,3924954,852778
201901,132929,795306,2,1.45,"WSW","BROOKVILLE",39.4128,-85.0455,3924768,852730
201901,132929,795306,3,1.28,"WSW","BROOKVILLE",39.4141,-85.0427,3924846,852562
201901,132929,795306,4,1.25,"W","BROOKVILLE",39.4169,-85.0431,3925014,852586
201901,132929,795307,1,2.91,"S","BLOOMING GROVE",39.458,-85.0663,3927480,853978
201901,132929,795307,2,3.01,"S","BLOOMING GROVE",39.4565,-85.0665,3927390,853990
201901,132929,795307,3,3.02,"S","BLOOMING GROVE",39.4565,-85.0643,3927390,853858
201901,132929,795307,4,2.94,"S","BLOOMING GROVE",39.4578,-85.0641,3927468,853846
201901,132929,795308,1,2.52,"ESE","ANDERSONVILLE",39.4868,-85.2559,3929208,8515354
201901,132929,795308,2,2.51,"ESE","ANDERSONVILLE",39.4858,-85.2566,3929148,8515396
201901,132929,795308,3,2.6,"ESE","ANDERSONVILLE",39.485,-85.2553,3929100,8515318
201901,132929,795308,4,2.59,"ESE","ANDERSONVILLE",39.4862,-85.2549,3929172,8515294
201901,132930,795310,1,1.37,"S","WEST PORTSMOUTH",38.7503,-83.0326,3845018,831956
201901,132930,795310,2,1.76,"S","WEST PORTSMOUTH",38.7448,-83.0346,3844688,832076
201901,132930,795310,3,1.79,"S","WEST PORTSMOUTH",38.7441,-83.0286,3844646,831716
201901,132930,795310,4,1.32,"S","WEST PORTSMOUTH",38.751,-83.0274,3845060,831644
201901,132931,795309,1,18.47,"SSE","PORT FOURCHON STATION (PTFL1)",28.885,-90.025,2853100,901500
201901,132931,795311,1,0,"N","GRAND ISLE STATION (GISL1)",29.26,-89.96,2915600,8957600
201901,132931,795312,1,0,"N","BURLWOOD C-MAN STATION (BURL1)",28.91,-89.43,2854600,8925800
201901,132931,795313,1,19.47,"NNE","PILOTS STATION (PSTL1)",29.179,-89.259,2910740,8915540
201901,132931,795314,1,19.47,"NNE","PILOTS STATION (PSTL1)",29.179,-89.259,2910740,8915540
201901,132931,795315,1,0,"N","MISSISSIPPI CANYON OIL PLATFORM 311A (KMDJ)",28.64,-89.79,2838400,8947400
201901,132931,795316,1,0,"N","MAIN PASS 289 AWOS (KVKY)",29.25,-88.44,2915000,8826400
201901,132935,795422,1,.87,"SW","HATCHVILLE",41.6201,-70.5804,4137206,7034824
201901,132955,795471,1,5.08,"WNW","MASCOTTE",28.6138,-81.9543,2836828,8157258
201901,132955,795471,2,4.41,"NW","MASCOTTE",28.6238,-81.9329,2837428,8155974
201901,132955,795472,1,.53,"SSW","LAKE MONROE",28.8225,-81.3219,2849350,8119314
201901,132955,795472,2,.35,"SE","LAKE MONROE",28.8268,-81.3155,2849608,8118930
201901,132955,795749,1,.66,"SSW","SATELLITE BEACH",28.1617,-80.6054,289702,8036324
201901,132972,795579,1,1.95,"WSW","COCOA BEACH",28.31,-80.63,2818600,8037800
201901,132972,795580,1,0,"N","BUOY 41009",28.52,-80.17,2831200,8010200
201901,132972,795581,1,6.97,"NE","CAPE CANAVERAL",28.46,-80.53,2827600,8031800
201901,132972,795582,1,3.92,"ESE","MICCO",27.86,-80.44,2751600,8026400
